Word,RawWSA,WSA
TRIFA,129.3,0.069
GYPPO,1199.1,0.873
ONIUM,936.4,0.676
SOWFS,1178.2,0.857
CROFT,284.5,0.186
TANHS,558.2,0.391
CANSO,259.9,0.167
LABRA,558.8,0.392
BORDS,495.0,0.344
LILOS,949.0,0.685
STICH,240.4,0.152
HANGI,819.9,0.588
ARARS,192.6,0.116
HULES,889.4,0.64
BOCCA,548.8,0.384
BIDIS,1078.3,0.782
WEEPS,974.0,0.704
NEVEL,780.1,0.558
CAMIS,294.4,0.193
IRATE,68.5,0.023
RASAM,563.6,0.395
BARBY,702.4,0.5
CAMPS,637.8,0.451
NOMOS,1240.4,0.904
ADIEU,283.2,0.185
FURZE,343.1,0.23
ASSOT,322.4,0.214
HAMED,388.2,0.263
SPRIT,139.7,0.077
MINGI,1151.9,0.837
ELBOW,998.7,0.722
KRIOL,284.0,0.185
FAWNS,990.7,0.716
GURRY,531.0,0.371
RUDDS,414.8,0.283
NOELS,908.8,0.655
SEARS,301.0,0.198
SKYEY,917.3,0.661
SETER,280.8,0.183
SHOUD,1004.3,0.727
ENTRE,203.9,0.125
INKLE,504.4,0.351
CANTY,478.0,0.331
JELLO,764.6,0.546
CONEX,602.5,0.425
IORAS,321.1,0.213
ONERY,634.8,0.449
BRIOS,394.7,0.268
TSUBA,438.9,0.302
KOTOS,769.8,0.55
ANILE,151.2,0.085
QUEYU,1029.6,0.746
REDON,434.7,0.298
WRICK,409.7,0.28
VEINS,694.9,0.494
BLITE,268.8,0.174
BARES,388.3,0.264
JIVED,875.0,0.629
AMBER,219.1,0.136
NAPES,507.5,0.353
EWEST,396.7,0.27
THORN,337.4,0.225
MATRA,427.3,0.293
LETHE,304.8,0.201
MAKES,544.6,0.381
AZYME,239.7,0.152
CAXON,544.3,0.381
RAIRD,336.6,0.225
UNKET,372.4,0.252
UNAGI,366.6,0.247
DEXIE,433.3,0.297
CHOSE,288.4,0.188
ALICK,201.7,0.123
ROOPY,621.2,0.439
BUCHU,645.7,0.457
LORAN,372.2,0.251
PULPS,1097.2,0.796
PASAG,1128.2,0.82
OINTS,360.9,0.243
RITES,269.5,0.174
KIVAS,829.8,0.595
FARCE,303.5,0.2
GARES,388.3,0.264
RANNS,505.1,0.351
AYGRE,146.2,0.082
TOPOS,730.9,0.521
SAMEN,468.2,0.324
INDIE,464.3,0.321
RARER,431.3,0.296
ALKYL,822.7,0.59
SURAS,289.5,0.189
COMMO,584.0,0.411
LYNES,852.7,0.613
WARBY,702.4,0.5
ABBES,300.5,0.198
TASES,383.5,0.26
NOBBY,1235.2,0.9
ILIAL,778.0,0.556
SCATS,411.7,0.281
PAULS,814.8,0.584
BERGS,499.0,0.347
BROND,453.5,0.313
AERIE,88.2,0.038
DROSS,401.5,0.273
CUTIN,233.7,0.147
PEARE,328.6,0.219
BARGE,346.3,0.232
POGOS,1368.1,1.0
SCRAP,354.1,0.238
NINNY,1121.5,0.815
STELA,386.5,0.262
FIDES,793.7,0.568
CALLA,626.0,0.442
PYXED,969.8,0.701
LOUGH,1063.8,0.771
SCRAG,354.1,0.238
PANNI,782.3,0.56
SHRUB,346.0,0.232
AIMER,182.2,0.109
SKYED,817.1,0.586
TRIES,209.0,0.129
SOILY,828.1,0.594
HIJAB,972.9,0.703
CUBER,363.2,0.245
GUANS,432.5,0.297
SUPRA,310.9,0.205
RHIES,485.7,0.337
KECKS,528.2,0.369
SPADO,408.7,0.279
SMELT,525.7,0.367
WHEAT,413.2,0.282
SIRIS,299.1,0.196
APSOS,823.1,0.59
FLEUR,454.5,0.313
PIGHT,618.7,0.437
FYCES,534.4,0.373
SPURS,362.7,0.244
PELFS,877.1,0.631
ANENT,112.8,0.056
KNIVE,585.0,0.411
TAWSE,290.9,0.19
ADVEW,322.7,0.214
CROOL,346.5,0.232
DWANG,513.3,0.357
CRANK,413.1,0.282
SCALP,445.9,0.307
PINCE,366.2,0.247
FRAPS,420.5,0.288
OPINE,467.8,0.323
NATYA,623.0,0.44
FIRED,476.0,0.329
CHELA,399.9,0.272
YARTA,421.1,0.288
SOWER,529.7,0.37
AVAST,122.8,0.064
SWOTS,705.2,0.502
LOBOS,1222.2,0.89
BOARD,257.2,0.165
FOEHN,1043.5,0.756
CITER,224.1,0.14
OVOLO,1050.0,0.761
SAROS,316.0,0.209
TAWAI,383.1,0.26
SPEER,476.4,0.33
RELAY,392.1,0.266
RETRY,327.5,0.218
SPANE,306.9,0.202
FELIX,679.8,0.483
SIMPS,1025.3,0.742
GAVOT,488.1,0.339
MEINT,297.8,0.196
VIZIR,510.2,0.355
FAXES,544.6,0.381
SPITE,256.4,0.164
BATES,390.6,0.265
MODGE,554.7,0.389
TRACK,327.1,0.218
AFROS,344.5,0.231
RESAY,377.4,0.255
DAUBS,880.8,0.634
IMAUM,399.4,0.272
HILAR,370.4,0.25
PERIL,334.4,0.223
CALPS,542.8,0.38
WAVEY,597.0,0.42
GOAVE,182.0,0.108
BENNI,800.9,0.574
POBBY,1362.9,0.996
PATTE,323.2,0.215
HEILS,737.3,0.526
AMORT,169.2,0.099
SIGHT,529.3,0.37
ROADS,158.3,0.091
BIDER,492.3,0.342
LEECH,429.6,0.295
SIPPY,1025.3,0.742
FUTON,458.5,0.316
OWRIE,277.3,0.18
REGIE,247.5,0.158
GAMIN,793.3,0.568
GRIMY,545.3,0.382
POLYS,1214.1,0.884
JIFFY,1279.6,0.933
WADGE,196.3,0.119
CLIMB,414.3,0.283
CHIEF,433.0,0.297
PLAYA,689.9,0.49
MILTZ,603.1,0.425
SELLE,369.9,0.25
BIALY,382.7,0.259
ZINKE,601.2,0.424
COULD,424.8,0.291
GOBIS,1091.8,0.792
ROADY,211.3,0.13
PIMPS,1215.2,0.885
GENIN,718.9,0.512
PECKE,402.8,0.274
ARDEB,139.5,0.077
XYLAN,1041.3,0.754
PILEY,867.3,0.624
COMER,480.1,0.333
BIMBO,1147.8,0.834
CARED,174.6,0.103
HUSKS,1251.2,0.912
SIRUP,280.9,0.183
BIDET,343.9,0.23
DRAPE,115.7,0.059
FLAIL,358.1,0.241
EXEAT,413.2,0.282
BORAK,540.1,0.378
ZILLA,836.0,0.6
PELLS,877.1,0.631
GRITH,258.8,0.166
LANKY,1021.5,0.739
GYNAE,456.5,0.315
BYSSI,1142.8,0.831
INCUS,463.1,0.32
SOCKS,577.9,0.406
VAPER,464.0,0.32
FOHNS,1210.0,0.881
PUNNY,1087.9,0.789
TELOS,583.2,0.41
HAPAS,1128.2,0.82
THEIR,217.9,0.135
RUNNY,449.3,0.309
ZONAL,868.3,0.624
CLASS,325.4,0.216
CYMOL,598.7,0.422
SQUAB,797.4,0.571
PYGMY,1309.6,0.956
NONET,510.5,0.355
CHOKO,584.0,0.411
NUDIE,463.4,0.32
VOLVE,613.4,0.433
VIFFS,1215.2,0.885
GOWFS,1368.1,1.0
CHUFF,609.7,0.43
LOPER,606.3,0.427
PARER,458.1,0.316
BINGS,1087.5,0.789
POGUE,576.3,0.405
KNOWN,1235.2,0.9
SOOMS,1178.2,0.857
NUNUS,1123.5,0.816
KEDGE,476.3,0.33
CUTES,294.6,0.193
GAZED,388.2,0.263
STEAM,388.7,0.264
ZORIS,441.8,0.304
ULNAE,195.8,0.119
NICER,385.5,0.261
VIVES,927.6,0.669
POGGY,1362.9,0.996
KITER,326.3,0.217
COWPS,753.0,0.538
PONZU,1085.2,0.787
EPHOD,1004.2,0.726
WINDY,1039.3,0.753
TESTA,375.8,0.254
ENVOI,795.6,0.57
JERID,439.2,0.302
GLOZE,620.8,0.438
ESTOP,648.2,0.459
COALS,260.1,0.167
RUNED,415.2,0.284
PLUPS,1067.4,0.774
CLICK,366.9,0.247
WRAPS,420.5,0.288
WIGGY,1279.6,0.933
RADGE,83.5,0.034
CHOUT,292.7,0.192
ALTAR,176.9,0.105
DEBUR,530.7,0.371
SWOOP,1178.2,0.857
SETAL,379.2,0.257
SCENT,313.1,0.207
PEARL,334.2,0.223
HAKEA,597.0,0.42
OMDDA,1028.6,0.745
WYLES,953.0,0.688
FLUNG,894.5,0.644
KERBS,499.0,0.347
NONIS,964.1,0.696
BENES,864.8,0.622
MATSU,331.6,0.221
FLISK,982.4,0.71
SWAPS,658.9,0.467
DERNY,440.7,0.303
SLUNK,835.7,0.6
YACKA,755.0,0.539
TWIRP,304.7,0.201
VIRUS,434.1,0.298
MECHA,449.0,0.309
FRENA,414.3,0.283
DONNY,1062.5,0.77
GEARS,312.5,0.207
ULPAN,806.7,0.578
RIEMS,497.4,0.346
PRANA,472.2,0.327
RETIP,205.4,0.126
SPECK,383.6,0.26
WHANG,722.1,0.514
BORON,624.8,0.441
QUELL,903.6,0.651
SNIPS,855.2,0.614
FONTS,626.0,0.442
KANGS,1028.3,0.745
RAFIK,393.8,0.268
AWARN,243.2,0.154
PUKES,980.2,0.708
ELPEE,559.4,0.392
SKUAS,797.4,0.571
BANES,507.5,0.353
FLACK,490.9,0.341
BLASH,521.0,0.363
EAGER,464.0,0.32
ARIEL,97.6,0.045
SKERS,473.4,0.327
PIOUS,1077.7,0.782
UNMAN,957.4,0.691
BINDI,1039.3,0.753
BAELS,514.4,0.358
HORNS,582.3,0.409
LEXES,879.7,0.633
KYANG,722.1,0.514
VOCES,587.7,0.413
FRUIT,116.8,0.059
IOTAS,320.8,0.213
SERRS,397.3,0.27
BORKS,637.3,0.451
NANDU,889.4,0.64
TENTH,410.2,0.28
QUOIF,1141.6,0.83
TOYOS,730.9,0.521
MERLS,407.5,0.278
CAMPO,505.1,0.351
SMOGS,1178.2,0.857
DRAMA,272.8,0.177
OUTDO,580.4,0.408
FANGA,1136.8,0.826
WOODS,1225.8,0.893
YARCO,278.3,0.181
SNAKY,626.1,0.442
FADER,221.2,0.138
FENDS,770.8,0.551
SOGER,529.7,0.37
OXERS,609.9,0.43
BEEDI,822.2,0.59
USAGE,98.6,0.046
LENDS,679.3,0.482
STEWS,558.9,0.392
PRAWN,470.3,0.325
TAULD,421.9,0.289
BLURS,331.5,0.221
YIRTH,312.1,0.206
KIOSK,1030.6,0.746
GREPS,437.4,0.3
SPACK,459.9,0.317
PAOLI,758.0,0.541
RAIDS,291.2,0.191
MUSAR,402.7,0.274
GLOAM,933.5,0.673
NORIA,382.9,0.259
SULUS,1013.8,0.734
ELAIN,97.1,0.045
ANKLE,190.5,0.115
BIFFO,1147.8,0.834
SCUFT,298.0,0.196
NURDS,420.4,0.288
HAULM,900.6,0.649
AYAHS,392.5,0.267
BEGIN,718.9,0.512
LAXER,416.2,0.285
DEBUT,439.4,0.302
RASPS,563.6,0.395
CARDI,249.1,0.159
TOZES,616.7,0.435
SONSY,875.3,0.63
ACCOY,453.4,0.312
LOSER,534.1,0.373
SHIVE,472.0,0.326
WERFS,499.0,0.347
ARTLY,118.0,0.06
KYNDS,1086.9,0.789
HEALS,378.8,0.256
RINCE,300.8,0.198
ARPEN,166.6,0.097
SABER,365.5,0.246
TALCY,470.4,0.325
SLANG,607.6,0.428
MECUM,486.6,0.337
APERT,100.7,0.047
FLIES,796.6,0.57
SKINS,824.8,0.592
LOZEN,909.4,0.655
REVEL,480.0,0.332
POOPA,1084.2,0.787
BUTUT,585.1,0.411
IDOLA,807.6,0.579
KHOUM,1212.9,0.883
KIPAS,829.8,0.595
SENSA,384.9,0.261
POLES,1006.3,0.728
DOMIC,543.0,0.38
YORKS,637.3,0.451
TOWSY,555.7,0.389
ENZYM,990.2,0.716
MUSTH,636.8,0.45
UHLAN,820.5,0.588
CRIME,311.0,0.205
GULLS,1097.2,0.796
HAMMY,1236.7,0.901
YRNEH,504.8,0.351
OVULE,479.5,0.332
ABODE,209.4,0.129
WIFES,927.6,0.669
ZAMAK,1236.7,0.901
PAYED,388.2,0.263
FERNY,540.9,0.378
CHEFS,538.6,0.377
EMBOX,1146.5,0.833
GLOMS,1205.5,0.878
ORATE,86.9,0.037
MRADS,211.7,0.131
TUFTY,574.6,0.404
BLAWN,657.1,0.466
LOUED,838.5,0.602
OWARI,204.8,0.126
LIANA,353.8,0.238
LACKA,639.7,0.452
FUSES,980.2,0.708
JENNY,883.3,0.636
GREGE,390.7,0.265
SCUTA,210.5,0.13
GENTS,447.5,0.308
UNLET,344.0,0.23
SEAZE,317.1,0.21
RABIS,308.7,0.204
FUZES,980.2,0.708
KAIKA,886.9,0.638
BANYA,1136.8,0.826
REFED,490.7,0.34
ANKHS,744.0,0.531
WOLLY,1195.3,0.87
RICED,261.3,0.168
ROUEN,432.4,0.297
RIMES,491.2,0.341
PHONY,1204.8,0.877
BOULE,479.5,0.332
NINON,1039.7,0.753
EPOXY,1146.5,0.833
ISLET,427.4,0.293
REDRY,448.9,0.309
BOSKS,1368.1,1.0
GADGE,196.3,0.119
BIFFY,1279.6,0.933
SHIRE,275.6,0.179
DEFOG,928.2,0.669
KURTA,206.7,0.127
KANDY,928.0,0.669
GOGOS,1368.1,1.0
WAIFT,332.2,0.221
COVES,585.7,0.412
CIONS,471.5,0.326
TAKKY,700.0,0.498
SHIAI,683.6,0.485
PAVID,872.9,0.628
TAKER,344.3,0.23
EXITS,418.4,0.286
ROLFS,435.3,0.299
OUREY,507.7,0.353
GLUGS,1067.4,0.774
POESY,939.3,0.678
URATE,60.0,0.017
WEXED,893.8,0.643
FONIO,1013.9,0.734
CREMS,311.7,0.206
NITRO,144.5,0.08
BUBBA,1045.8,0.758
BLIND,758.7,0.542
DEMPT,457.1,0.315
DOWLY,1071.5,0.777
DROVE,301.7,0.198
SNIFT,359.2,0.242
ACRES,80.6,0.032
PASCH,610.3,0.43
WOADS,448.3,0.309
ABAND,390.8,0.265
CAULK,410.2,0.28
TAXER,344.3,0.23
MARSH,576.9,0.405
CAVAS,637.8,0.451
FOAMY,557.1,0.39
MUREX,562.7,0.395
SPINS,824.8,0.592
GOMER,717.2,0.511
TELEX,516.4,0.36
KRONA,424.8,0.291
APRON,410.6,0.28
PACEY,430.0,0.295
SCAMP,466.9,0.323
DAWKS,919.4,0.663
MACES,377.6,0.255
ROILY,294.7,0.193
HERDS,398.8,0.271
OMDAH,1028.6,0.745
CLOGS,590.4,0.415
RONEO,418.6,0.286
UNCUS,609.0,0.429
ABASH,337.9,0.226
LAURA,338.0,0.226
KAWAU,1015.9,0.735
LALDY,907.6,0.654
DAULT,413.8,0.283
ROSCO,268.3,0.173
CENTU,248.4,0.158
METHO,477.7,0.331
LYMPH,1160.5,0.844
DONSY,922.9,0.665
PARTE,283.2,0.185
NEVER,564.3,0.396
OUTRE,101.0,0.048
CALFS,542.8,0.38
ACROS,176.8,0.105
MALAM,1116.4,0.811
WRATH,339.7,0.227
TOGUE,241.2,0.153
WOOLS,1222.2,0.89
ORGAN,426.1,0.292
WALLA,1116.4,0.811
MERGE,368.2,0.248
FIZZY,1279.6,0.933
HEVEL,883.1,0.635
NAWAL,1021.5,0.739
URAOS,171.1,0.1
TOSSY,555.7,0.389
IVORY,484.3,0.336
SODDY,1006.6,0.728
FINIS,974.6,0.704
SPULE,364.8,0.246
GOOKS,1368.1,1.0
TODOS,559.3,0.392
PHOTS,753.7,0.538
BLOBS,1205.5,0.878
NANCY,705.0,0.502
FLANS,621.9,0.439
RAYLE,304.1,0.2
TINAS,244.5,0.155
KANZU,916.0,0.66
PROSS,543.8,0.38
PEEKY,1017.2,0.736
MIZEN,884.6,0.637
NILLS,933.5,0.673
VOMIT,495.3,0.344
INGLE,504.4,0.351
TAPER,344.3,0.23
BASKS,1128.2,0.82
DELOS,788.1,0.564
PIPIT,505.8,0.352
COQUI,527.0,0.368
VITEX,508.5,0.354
NIKAU,826.6,0.593
SKIEY,772.1,0.552
BETID,371.7,0.251
WHELK,967.2,0.699
PINDS,974.9,0.704
SKANK,630.0,0.445
DEASH,132.1,0.071
KAIES,293.0,0.192
CHEVY,581.8,0.409
SIRRA,275.8,0.179
CUPEL,384.1,0.26
MUVVA,1045.8,0.758
TAMER,344.3,0.23
ABSIT,268.2,0.173
MUTHA,496.3,0.345
PIANO,368.4,0.249
SQUID,887.7,0.639
MARAH,702.4,0.5
MOUPS,1218.1,0.887
VOLET,585.1,0.411
CORAM,371.3,0.251
FAVER,464.0,0.32
WOOLY,1213.8,0.884
FIFTY,647.1,0.458
POMBE,726.3,0.518
AIRER,168.7,0.098
SPOUT,532.2,0.372
PUSSY,1076.0,0.78
GIMME,643.4,0.455
ZOEAL,383.8,0.26
FRORN,567.1,0.398
PHENE,625.8,0.442
MULGA,908.9,0.655
MIAOU,396.3,0.27
QUASI,300.8,0.198
SOKAH,824.3,0.591
VESTS,550.5,0.385
DOBLE,487.2,0.338
ROMAL,374.7,0.253
MAPPY,1236.7,0.901
OBOLS,1222.2,0.89
POSED,954.8,0.689
OOSES,1097.1,0.796
STERE,173.9,0.102
DECAN,236.0,0.149
FAUNA,878.4,0.632
NATES,353.5,0.237
PAYEE,447.9,0.308
JASPS,1128.2,0.82
DOILY,917.7,0.661
PEENT,423.4,0.29
GIBLI,1130.5,0.821
NASAL,935.7,0.675
ORGIC,296.8,0.195
TOWIE,184.9,0.111
ROAKY,262.8,0.169
SURRA,286.3,0.187
STUDY,551.6,0.386
KANES,507.5,0.353
BRERE,376.9,0.255
FIKES,927.6,0.669
UNTAX,407.9,0.278
BECKS,528.2,0.369
FLEAM,567.9,0.399
TORTA,239.9,0.152
FLUTY,550.1,0.385
BUTEO,470.4,0.325
PECIA,156.9,0.09
GOOLD,1071.5,0.777
NURSE,210.8,0.13
REBAB,455.6,0.314
VOUCH,565.2,0.396
MIMER,626.2,0.442
ALLYL,801.8,0.574
HOUSE,397.6,0.271
IDOLS,934.5,0.674
FELLS,877.1,0.631
WOMBS,1368.1,1.0
CYSTS,420.2,0.288
OSETR,349.6,0.234
LURCH,223.7,0.14
COUDE,293.2,0.192
NARKS,562.2,0.394
PARGO,461.2,0.318
SPICK,335.2,0.224
GUNGY,1118.3,0.812
IXTLE,288.3,0.188
JAWNS,990.7,0.716
LOLLS,1214.1,0.884
LIMBS,1069.3,0.775
THAGI,206.5,0.127
CLUED,308.0,0.203
NOULS,944.5,0.682
MILOS,949.0,0.685
GOATS,283.6,0.185
MAILO,723.1,0.515
THINS,377.5,0.255
PORGE,460.0,0.317
MUKTI,516.6,0.36
AJWAN,873.5,0.628
NORKS,587.6,0.413
GULPH,1078.4,0.782
GRABS,420.5,0.288
OKEHS,1103.3,0.801
AVYZE,239.7,0.152
DELLY,774.9,0.554
HEUCH,470.8,0.326
BARON,456.6,0.315
PHARE,329.4,0.219
WIRES,503.5,0.35
RAKIS,308.7,0.204
CELTS,335.6,0.224
CODER,308.5,0.204
PITCH,387.7,0.263
DOREE,294.5,0.193
TEMED,452.3,0.312
PARRA,674.3,0.479
WAKEN,559.9,0.393
SUING,694.3,0.494
CIRRI,412.1,0.281
BULBS,1097.2,0.796
JOKOL,1213.8,0.884
MELTS,531.5,0.371
METRO,244.9,0.156
IROKO,412.1,0.281
ASHEN,263.4,0.17
GAWPS,1128.2,0.82
PAVON,942.9,0.68
PREES,431.2,0.296
PIEZO,879.0,0.632
LODEN,737.8,0.526
ACORN,265.3,0.171
OHONE,679.1,0.482
BEMIX,821.9,0.589
SOILS,828.1,0.594
GUFFS,1251.2,0.912
MANDY,928.0,0.669
CHUSE,150.3,0.085
SNEAK,483.2,0.335
GOOGS,1368.1,1.0
QUAWS,461.4,0.318
SKEEV,917.3,0.661
NONCY,694.5,0.494
SHART,331.4,0.221
JIBED,875.0,0.629
RUMPO,447.4,0.308
QUINA,742.5,0.53
BOURD,492.2,0.342
MINSE,453.9,0.313
WATAP,722.9,0.515
SHOOK,1178.2,0.857
EWERS,556.6,0.39
NEWBS,871.0,0.626
GHOUL,1063.8,0.771
HORSY,593.4,0.418
EDGER,563.7,0.395
KLANG,661.0,0.469
RAFFY,647.9,0.459
SPORE,319.1,0.212
MOROR,674.5,0.479
VEEPS,974.0,0.704
MAMMA,1236.7,0.901
SHOYU,1028.2,0.745
OBESE,547.6,0.383
STASH,355.6,0.239
KARAI,463.9,0.32
IAMBI,919.8,0.663
SHINY,824.8,0.592
DANSE,150.8,0.085
KORAI,436.2,0.3
SDEIN,566.7,0.398
FAVOR,508.3,0.354
DERES,392.6,0.267
LOTSA,338.4,0.226
OUPED,945.7,0.683
KHANA,722.1,0.514
BREES,431.2,0.296
CRUDE,194.6,0.118
WASTS,668.8,0.474
NOMES,994.1,0.719
DEGAS,299.7,0.197
WOOLD,1071.5,0.777
EIKED,875.0,0.629
HAJES,544.6,0.381
SNOWK,1050.5,0.761
BITTS,600.8,0.423
CRISS,381.5,0.258
GONOF,1235.2,0.9
HAJIS,784.8,0.562
APAYD,419.7,0.287
PROST,263.0,0.169
RAUNS,284.3,0.185
CUTER,198.2,0.121
RIVED,458.4,0.316
TUSKY,614.0,0.433
VEGGO,906.7,0.653
LEXIS,653.4,0.463
FLING,871.3,0.627
NAUNT,323.7,0.215
WOVEN,1020.3,0.739
HIPPO,1147.8,0.834
PELTS,531.5,0.371
UREDO,414.3,0.283
BRITH,258.8,0.166
EILDS,724.3,0.516
BHAVA,751.0,0.536
LOIDS,892.1,0.642
TURNT,188.9,0.114
FLUOR,370.5,0.25
LYARD,230.7,0.145
BELON,825.4,0.592
SAHAB,985.7,0.713
SMITE,256.4,0.164
YACCA,718.8,0.512
PALLS,1033.2,0.748
SHETS,532.9,0.372
PREVE,390.7,0.265
DILLI,999.4,0.723
VAIRY,421.6,0.289
COWAN,566.0,0.397
LITHE,288.3,0.188
FIELD,772.2,0.552
KLICK,381.7,0.259
FAYRE,343.6,0.23
SNABS,626.1,0.442
PAPAW,1236.7,0.901
GOAFT,314.3,0.208
MISSY,1142.8,0.831
SPAZA,658.9,0.467
SISSY,952.9,0.688
CLOAM,423.4,0.29
WILIS,948.3,0.684
ABRIS,320.6,0.213
SAYAS,985.7,0.713
BLONX,1032.6,0.748
WRAST,288.8,0.189
KNAUR,276.8,0.18
SADLY,722.9,0.515
FASTI,352.0,0.236
DISCS,454.9,0.314
TURNS,193.0,0.117
QURSH,476.5,0.33
BAIZE,211.4,0.131
BURET,272.0,0.176
PUFFS,1251.2,0.912
ALBEE,187.8,0.113
REDES,382.2,0.259
BOATS,283.6,0.185
BUBBE,609.4,0.43
STEWY,558.9,0.392
COUTA,239.6,0.152
SUNNS,903.2,0.651
RAIKS,333.7,0.222
DOJOS,1225.8,0.893
SWOPT,682.2,0.484
DREAM,209.5,0.129
YUZUS,1251.2,0.912
RATEL,322.5,0.214
FERER,587.8,0.413
GNATS,444.7,0.306
IMBOS,1103.0,0.801
ROOPS,589.3,0.415
SELFS,810.5,0.581
SALAS,966.8,0.698
SKEGG,920.0,0.663
PHASM,563.9,0.396
CUIFS,427.2,0.293
JUSTE,195.2,0.118
GIFTS,600.8,0.423
SILER,418.2,0.286
EASLE,371.8,0.251
SALTO,389.9,0.265
TENDU,342.0,0.229
VLEIS,715.5,0.509
QUIDS,1035.4,0.75
RANDO,345.8,0.232
GUDES,922.6,0.665
MESEL,879.7,0.633
WIGAN,873.0,0.628
MANTO,360.4,0.243
NIOZA,826.5,0.593
DAIRY,379.1,0.257
QUAIS,329.9,0.22
SPIRT,252.5,0.161
SILES,770.7,0.551
KREEP,515.8,0.359
PICKS,614.9,0.434
BOEPS,1103.3,0.801
PEINS,694.9,0.494
TEARS,278.2,0.181
TUART,134.9,0.073
AKOIA,898.4,0.647
ZOWIE,520.0,0.363
MAVEN,559.9,0.393
HOWSO,1029.1,0.745
BUDAS,894.6,0.644
DAILY,729.1,0.52
TAMIS,314.7,0.208
YAKKA,1236.7,0.901
GROIN,399.9,0.272
VEXED,893.8,0.643
TEGUS,471.7,0.326
MAKAI,919.8,0.663
TITLE,282.7,0.184
SEFER,437.9,0.301
LUMPY,1096.9,0.796
DAKER,255.2,0.163
SNAKE,306.3,0.202
AFRIT,132.8,0.071
ZIGAN,873.0,0.628
STIPA,315.7,0.209
ANANA,417.4,0.285
VOCAB,585.0,0.411
NAVED,351.1,0.236
FROYO,450.5,0.31
PILAR,370.4,0.25
ADMIT,313.4,0.207
BOWIE,520.0,0.363
IDIOM,1066.8,0.774
DRAWL,209.7,0.129
BURLS,374.5,0.253
LANCE,312.9,0.207
CRUSE,115.3,0.058
SEATS,327.2,0.218
KELPS,877.1,0.631
BLAER,321.0,0.213
CHIVE,368.0,0.248
NEUME,470.0,0.325
THUJA,484.9,0.336
MUGGS,1251.2,0.912
NASON,834.4,0.599
SNAGS,626.1,0.442
TORAS,205.9,0.126
BITTY,647.1,0.458
REDID,458.0,0.316
RELET,292.0,0.191
SKIRL,377.5,0.255
BEVUE,512.2,0.357
BOCCI,519.7,0.362
DENCH,445.0,0.306
SEEDY,743.8,0.531
EYOTS,616.9,0.435
VELAR,403.6,0.275
PIKES,927.6,0.669
NEEFS,871.0,0.626
CUING,439.6,0.302
RECEP,393.1,0.267
PLATS,465.9,0.322
YARER,458.1,0.316
PORKS,637.3,0.451
RUDES,381.0,0.258
SAVOR,315.8,0.209
GUARS,203.1,0.124
HAZEL,549.2,0.384
CHIZZ,586.5,0.413
GEIST,401.9,0.274
ROTIS,169.2,0.099
BASTA,668.8,0.474
UNTAG,407.9,0.278
NEEDY,814.0,0.584
PICKY,679.3,0.482
RAXES,373.9,0.253
MORAN,488.2,0.339
YAMEN,559.9,0.393
PAREN,431.7,0.296
GOVES,1097.1,0.796
ECHOS,593.9,0.418
HOMOS,1368.1,1.0
TEXTS,525.2,0.366
PEGOS,1027.3,0.744
REENS,439.0,0.302
NELIA,188.7,0.113
DBAGS,484.9,0.336
AUGEN,281.4,0.183
EORLS,499.3,0.347
HINGE,601.2,0.424
CHIRP,402.1,0.274
ALLOT,335.1,0.224
TUBAR,225.1,0.141
OUZEL,840.5,0.603
DALES,306.4,0.202
MURGI,474.4,0.328
KIDGE,509.5,0.355
MIZZY,1279.6,0.933
TEPOY,616.2,0.435
MARAE,346.3,0.232
HOOFS,1368.1,1.0
TOPHI,523.7,0.365
PHASE,313.9,0.208
CACKY,746.3,0.533
LICHI,530.2,0.37
SHYER,476.4,0.33
BIHON,1039.7,0.753
FILON,872.1,0.627
EAGLE,416.9,0.285
TWANK,482.8,0.335
TRIOR,169.6,0.099
ELUTE,229.8,0.144
PELOG,928.4,0.669
RELAX,392.1,0.266
DARTS,187.6,0.113
FRAUS,199.7,0.122
DEERE,262.4,0.169
TURBO,215.3,0.133
FAINS,661.4,0.469
MOERS,609.9,0.43
FEEZE,597.0,0.42
CROCI,301.1,0.198
STEAL,386.5,0.262
MODEM,951.7,0.687
GENIO,693.8,0.493
DRILY,283.6,0.185
TODAY,456.2,0.315
REBUY,529.3,0.37
GROWS,567.4,0.398
TANGY,600.1,0.423
QUONK,1032.9,0.748
DISME,386.9,0.262
TAATA,492.3,0.342
BWANA,722.1,0.514
SNIPY,855.2,0.614
FUSTS,636.8,0.45
GLUES,857.0,0.616
TIERS,279.4,0.182
HERPS,499.0,0.347
IMMIT,505.8,0.352
BENNY,883.3,0.636
ANOAS,723.2,0.515
DOORS,489.9,0.34
APGAR,507.9,0.353
BOURN,466.4,0.322
EBANK,415.9,0.284
HALLO,875.2,0.63
HULLS,1097.2,0.796
FENDY,814.0,0.584
QUEEK,1006.4,0.728
HOOPS,1368.1,1.0
HAUTE,102.4,0.049
SWARD,196.3,0.119
PEAGE,377.4,0.255
SHEVA,520.3,0.363
KETAS,390.0,0.265
RUMES,438.6,0.301
AGERS,170.5,0.1
MEADS,182.1,0.109
ASPIE,138.8,0.076
MIMEO,855.8,0.615
TUNDS,436.0,0.299
HOISE,384.9,0.261
MEASE,315.4,0.209
PRIDY,432.7,0.297
BORAL,424.1,0.29
STEDD,458.7,0.316
AREAL,147.1,0.082
DOWED,981.0,0.709
MUTES,525.1,0.366
