Word,RawWSA,WSA
JIBBS,1215.2,0.885
LUBES,892.1,0.642
ALIGN,637.2,0.451
BORTY,381.7,0.259
BURQA,501.7,0.349
JITIS,504.0,0.35
BEAMS,390.9,0.265
NADAS,785.5,0.562
FESSE,418.3,0.286
DESIS,723.7,0.516
RANGI,368.5,0.249
WADER,221.2,0.138
GLYPH,1137.4,0.827
YARDS,405.3,0.276
LOOSE,502.8,0.35
GOOLS,1222.2,0.89
SCHAV,519.0,0.362
DULIA,786.5,0.563
SABIN,542.4,0.379
WRUNG,457.7,0.316
ALDOL,790.5,0.566
KHUDS,1196.9,0.871
THOLI,470.3,0.325
BIPOD,1144.8,0.832
ZAIDY,844.4,0.606
JUBES,980.2,0.708
SLURS,316.4,0.209
TWEEL,530.5,0.37
ZOEAS,362.9,0.244
ADOBO,941.1,0.679
CIGGY,664.5,0.471
MOTTY,730.4,0.521
MANET,361.4,0.243
MIGMA,972.9,0.703
NOILY,812.6,0.582
CURVE,253.5,0.162
KOKER,717.2,0.511
POTIN,423.7,0.29
YADDA,993.9,0.719
NIGUA,826.6,0.593
BORTS,369.1,0.249
LAWKS,1035.6,0.75
CRIMS,388.2,0.263
ZITIS,504.0,0.35
CLOVE,361.6,0.243
DIKED,875.0,0.629
WAXED,388.2,0.263
ROTON,318.9,0.211
NAATS,449.0,0.309
SPELD,790.0,0.565
MAIKO,838.4,0.602
EXPAT,413.2,0.282
JEWED,893.8,0.643
XEBEC,548.2,0.384
NODUS,1062.8,0.771
POULE,479.5,0.332
DUING,906.1,0.653
AGLEE,192.6,0.116
FEARD,149.3,0.084
PRAGS,420.5,0.288
CRYER,390.1,0.265
TRYER,265.0,0.171
AMBAN,873.5,0.628
SITED,325.7,0.216
TOROT,360.8,0.243
STEAD,179.9,0.107
DRAKE,115.7,0.059
CHEMS,538.6,0.377
ABORT,169.2,0.099
REGAR,455.6,0.314
TAROK,235.6,0.149
CIMEX,476.2,0.33
IIWIS,1102.3,0.8
WAQFS,1128.2,0.82
PYROS,637.3,0.451
SELES,810.9,0.581
CYMAR,568.5,0.399
VISTA,349.2,0.234
MADID,872.1,0.627
MIXIS,1102.3,0.8
GARUM,481.6,0.334
SCUPS,439.8,0.302
VOLES,1006.3,0.728
SWIFT,486.9,0.338
BANIA,793.3,0.568
CAECA,407.4,0.278
BOSOM,1368.1,1.0
EEVER,625.4,0.442
SKLIM,864.9,0.622
TAWED,194.5,0.118
TRODE,117.4,0.06
MAYAN,1136.8,0.826
BREEM,515.8,0.359
YUCCH,598.3,0.421
THIEF,440.0,0.302
BOUNS,1060.0,0.768
RECAL,335.8,0.224
MOLTO,522.6,0.364
MOIRA,413.1,0.282
CLEEK,425.9,0.292
KONBU,1085.2,0.787
BAMAS,1128.2,0.82
OASAL,841.7,0.604
FJELD,867.0,0.623
POSES,1097.1,0.796
POTOO,594.3,0.418
ELCHI,353.6,0.237
SMART,331.4,0.221
DOVEN,878.0,0.632
GUIRO,445.3,0.306
OUBIT,480.7,0.333
MAZAK,1236.7,0.901
SPAYS,658.9,0.467
RIALS,133.3,0.072
ELOGE,620.8,0.438
OXMAN,984.3,0.712
STYME,256.1,0.164
PIAIS,351.8,0.236
NULLY,950.7,0.686
KUMIS,1082.6,0.785
WITTY,647.1,0.458
BROAD,380.0,0.257
RYUGI,437.5,0.301
NERTZ,265.4,0.171
POTES,642.0,0.454
YETTS,550.5,0.385
FETED,477.6,0.331
WOOER,717.2,0.511
SOLAH,795.4,0.57
UMPED,952.1,0.687
FRORY,587.7,0.413
DRAIN,188.2,0.113
WORST,298.8,0.196
BUSTS,636.8,0.45
ICKER,388.8,0.264
CAURI,215.4,0.134
FELID,658.6,0.467
WHISK,1145.0,0.832
BUIST,357.7,0.241
ZIPPO,1147.8,0.834
URSON,396.8,0.27
ROUMS,439.3,0.302
UNLAW,820.5,0.588
LUXED,845.2,0.607
PULMO,1021.5,0.739
SPITS,509.9,0.355
QUORK,494.2,0.343
RORES,517.9,0.361
JESSE,418.3,0.286
ADYTA,370.0,0.25
FROST,263.0,0.169
BAWNS,990.7,0.716
BOXES,1097.1,0.796
SHIES,772.1,0.552
FUDGY,1188.4,0.865
AURIC,254.5,0.163
QADIS,763.7,0.546
DREES,331.0,0.22
WHORT,367.3,0.248
CARSE,266.1,0.172
JUVIE,510.8,0.356
RATTY,400.5,0.273
SEGNI,593.9,0.418
SHAME,315.6,0.209
ELVES,941.8,0.68
MOARS,241.5,0.153
CASER,313.8,0.208
MALTY,678.0,0.481
BOVID,1143.3,0.831
SARKY,509.9,0.355
TWIXT,501.8,0.349
QUICK,423.4,0.29
UNRIP,419.5,0.287
YOICK,441.7,0.304
TONKS,603.2,0.425
NETES,472.6,0.327
LOWNE,582.3,0.409
RAKKI,420.4,0.288
TWICE,198.6,0.121
YERDS,398.8,0.271
BIGLY,1130.5,0.821
YLIKE,521.7,0.364
SQUEG,832.5,0.597
MAERL,393.9,0.268
MIXED,875.0,0.629
UNOWN,1085.2,0.787
DRANK,263.4,0.17
DUKKA,1028.9,0.745
TONNE,344.0,0.23
KYBOS,1368.1,1.0
EMMYS,1050.0,0.761
HOTEL,609.1,0.429
MOKKY,1362.9,0.996
WANNA,1099.2,0.798
CURRY,364.8,0.246
BENGA,544.3,0.381
OGAMS,499.8,0.347
PAGNE,423.2,0.29
OWERS,609.9,0.43
SURED,324.9,0.216
HAVOC,561.1,0.393
VIRAL,366.7,0.247
SASSE,368.3,0.248
HANKS,1028.3,0.745
WINOS,975.3,0.705
BLOOP,1190.7,0.867
SIREE,263.2,0.169
FRAYS,420.5,0.288
FRITZ,258.8,0.166
CHIVS,557.7,0.391
SEXED,741.1,0.529
TORIC,119.6,0.062
DRUNK,424.6,0.291
EBONY,1012.6,0.733
FIXIE,530.5,0.37
KVASS,563.9,0.396
ATMAS,363.3,0.245
HAGGS,1128.2,0.82
ROMPS,589.3,0.415
MEEPS,974.0,0.704
COMPO,584.0,0.411
INDEX,750.7,0.536
MOSTS,753.7,0.538
THORP,387.1,0.263
CHAWK,555.4,0.389
UNCIA,410.6,0.28
ZOBUS,1218.1,0.887
FARCI,281.0,0.183
SAULT,388.4,0.264
REING,508.0,0.354
PIRAI,482.7,0.334
TACES,319.2,0.212
DODGE,554.7,0.389
KIRBY,604.9,0.426
ZYGON,1235.2,0.9
PIPET,477.8,0.331
EPOPT,614.8,0.434
SHERO,362.9,0.244
BOOMS,1368.1,1.0
PUMIE,510.8,0.356
BERYL,485.0,0.336
RAWER,437.2,0.3
TABAC,505.1,0.351
MILOR,343.3,0.23
VENDS,770.8,0.551
SOLAS,795.4,0.57
POILU,915.0,0.659
TAHAS,658.1,0.466
ANIMA,787.9,0.564
ZIZEL,876.7,0.631
HEIGH,891.6,0.642
POLLY,1195.3,0.87
REJIG,482.0,0.334
QIBLA,856.9,0.616
HORME,460.0,0.317
REEFS,509.1,0.354
HOTLY,704.7,0.501
POSIT,435.0,0.299
SYPED,817.1,0.586
DOGES,954.8,0.689
TEPAL,397.4,0.27
ROTOR,368.6,0.249
NUNKY,1118.3,0.812
GUSTY,636.8,0.45
SPUNK,882.0,0.635
CHIEL,322.1,0.214
SAZES,505.3,0.351
PSHUT,573.2,0.403
HORIS,441.8,0.304
PRANK,472.2,0.327
GROAN,426.1,0.292
SAMAN,885.8,0.637
HASHY,1128.2,0.82
VIXEN,884.6,0.637
NIQAB,873.0,0.628
JURAL,385.7,0.262
PACED,221.2,0.138
UNZIP,1016.2,0.735
DOYEN,878.0,0.632
MIKRA,479.2,0.332
LAHAR,586.9,0.413
SADDO,734.9,0.524
SULPH,1013.8,0.734
DRABS,211.7,0.131
GETUP,503.4,0.35
RESEE,243.1,0.154
UNFIT,355.3,0.239
MITTS,600.8,0.423
RUNCE,233.3,0.147
SKIFF,982.9,0.71
WYNNS,1156.7,0.841
SLYPE,449.1,0.309
TOPAZ,511.8,0.356
OTTOS,742.1,0.529
KITHS,616.9,0.435
RECUE,215.3,0.133
SHRIS,299.1,0.196
SPOOT,682.2,0.484
BASTI,352.0,0.236
ZAMIA,893.2,0.643
PIVOS,1103.0,0.801
RECCY,411.5,0.281
COILS,299.6,0.197
ANURA,401.0,0.273
GYTES,588.7,0.414
QUIES,768.1,0.549
PARMS,614.1,0.433
REIKI,578.1,0.406
MUDDY,1188.4,0.865
MEVED,893.8,0.643
LANDS,726.9,0.518
VOIPS,1060.6,0.769
BUSED,929.9,0.671
KEENO,772.8,0.553
LIENS,708.4,0.504
GIRTS,297.0,0.195
CLERK,257.7,0.165
STUPE,171.3,0.1
NACHE,344.0,0.23
ASSET,137.4,0.075
PIYUT,487.6,0.338
SURES,375.2,0.254
TRIAL,100.2,0.047
BIGGS,1215.2,0.885
ROIDS,388.4,0.264
EMBAY,629.7,0.445
SOWMS,1178.2,0.857
SOWTH,705.2,0.502
JEWIE,454.5,0.313
MOUSE,397.6,0.271
DOGLY,1071.5,0.777
HAVAN,1136.8,0.826
SOWLE,502.9,0.35
BRAME,324.5,0.216
ALCOS,228.4,0.143
ABIDE,191.4,0.116
ICKLE,288.8,0.189
BALLO,875.2,0.63
BOOAI,926.4,0.668
RHODY,478.9,0.332
DETOX,499.2,0.347
PEAKE,377.4,0.255
MOLTS,716.7,0.51
AEONS,191.7,0.116
GLARE,301.6,0.198
DHOLE,487.2,0.338
JEEZE,597.0,0.42
SEIZE,396.0,0.269
LOTTO,524.9,0.366
DALLY,907.6,0.654
BAMMA,1236.7,0.901
FRUMP,476.2,0.33
SPELT,525.7,0.367
JATIS,337.6,0.225
MOTTE,390.5,0.265
MIAUL,336.3,0.224
ABJUD,941.7,0.679
DAFFS,919.4,0.663
WINGY,1151.9,0.837
HAPPI,919.8,0.663
MIRRL,429.2,0.294
PLUMB,1052.6,0.763
TROAT,166.5,0.097
TROMP,350.8,0.235
USENS,831.3,0.597
RESAW,377.4,0.255
AFALD,356.6,0.24
DURRA,456.7,0.315
FLAME,348.1,0.233
TWIRE,209.3,0.129
ROUTS,187.9,0.113
UPLAY,920.4,0.663
GYELD,867.0,0.623
CONIC,525.5,0.367
GULAB,908.9,0.655
WAKED,388.2,0.263
STUCS,297.6,0.195
COWRY,484.5,0.336
SEITY,374.6,0.253
BEDES,847.1,0.608
GRIZE,389.2,0.264
GOETY,604.9,0.426
BANNS,990.7,0.716
STEMS,558.9,0.392
MUTED,477.0,0.33
MAYOR,508.3,0.354
MARTS,396.4,0.27
MOALS,455.7,0.314
TARRY,421.6,0.289
CLART,330.5,0.22
MORNS,582.3,0.409
DISKS,1102.6,0.8
UTILE,131.3,0.07
BENJI,831.8,0.597
SOBAS,824.3,0.591
MANEH,559.9,0.393
BIBES,927.6,0.669
KOOKY,1362.9,0.996
IFTAR,211.3,0.13
NIBBY,1151.9,0.837
LARVA,587.1,0.413
TOPEK,618.9,0.437
MINIM,1039.0,0.753
JOMOS,1368.1,1.0
TUTUS,614.0,0.433
BYRLS,438.1,0.301
METEL,542.7,0.38
ZIFFS,1215.2,0.885
INCEL,356.9,0.24
RUNDS,372.4,0.252
KURIS,432.6,0.297
MEIDS,716.2,0.51
RESIT,152.9,0.087
AGUES,273.6,0.177
OPZIT,495.3,0.344
WRAPT,346.6,0.232
KITAB,423.4,0.29
PLUCK,404.9,0.276
WOLDS,1071.8,0.777
JEATS,331.8,0.221
SPIKY,982.9,0.71
FALAJ,1116.4,0.811
ZOOID,1143.3,0.831
FERLY,485.0,0.336
GANGS,1028.3,0.745
CHARD,228.6,0.143
CURIO,300.3,0.197
DORKS,495.0,0.344
LANCH,589.7,0.415
TERRE,207.3,0.127
EMMER,663.9,0.471
RIVEL,460.1,0.317
CROZE,365.8,0.247
PAVAS,1128.2,0.82
VILER,505.9,0.352
HANAP,1136.8,0.826
ACTOR,107.1,0.052
ALEFT,149.1,0.084
PONDY,1092.9,0.793
MAFIA,893.2,0.643
PUPPA,1045.8,0.758
ZYMES,1043.8,0.756
COREY,478.1,0.331
SURFY,367.2,0.248
SIXTE,253.6,0.162
FROOM,614.3,0.433
CLASP,325.4,0.216
LIONS,799.0,0.572
SCRAE,267.4,0.173
KOKRA,536.6,0.375
USUAL,842.3,0.605
POCKS,767.8,0.549
KATTI,384.6,0.261
ERRED,378.0,0.256
ALEWS,278.6,0.181
SENNA,423.7,0.29
JOHNS,1210.0,0.881
PEOLA,335.5,0.224
VAUTE,102.4,0.049
UNICA,333.1,0.222
FAUGH,1015.9,0.735
TREES,222.1,0.139
GLOAT,468.5,0.324
KHEER,663.9,0.471
DEBIT,340.8,0.228
YOWZA,1084.2,0.787
STARK,336.2,0.224
NAILS,606.4,0.427
RUNCH,343.3,0.23
HATCH,502.2,0.349
QUINE,449.5,0.31
FLUES,857.0,0.616
TOITS,407.3,0.278
RICER,373.9,0.253
MOHRS,632.2,0.447
FURAL,385.7,0.262
ECASH,283.5,0.185
MOMMY,1362.9,0.996
ROHAN,438.8,0.301
INWIT,378.1,0.256
FELON,825.4,0.592
DIKAS,787.3,0.563
FROWN,593.7,0.418
NAIBS,699.0,0.497
BIRSY,548.9,0.384
CLONS,574.0,0.403
CHAIS,156.2,0.089
BOKES,1097.1,0.796
PADRI,387.3,0.263
LONER,545.2,0.381
AIDOI,898.2,0.647
OLEHS,997.9,0.722
TIROS,180.6,0.107
PYINS,1014.7,0.734
SUSHI,894.8,0.644
TIMID,501.8,0.349
ANIMI,787.9,0.564
KRANS,411.1,0.281
SERRA,341.3,0.228
VEHME,597.0,0.42
PROSO,380.0,0.257
SEMIE,280.3,0.182
DIMBO,1142.1,0.83
APOOP,952.6,0.688
ACHER,133.2,0.072
BALKS,1033.2,0.748
POSER,622.2,0.439
GAUDY,989.3,0.715
RAITS,149.9,0.084
LABDA,912.6,0.658
SDAYN,417.3,0.285
SLEER,443.4,0.305
GOODO,1187.0,0.864
TANTO,337.5,0.225
SIXTH,552.3,0.387
AGOGO,942.4,0.68
OWSEN,994.1,0.719
PANKS,1028.3,0.745
AKSED,273.9,0.178
ROUPS,439.3,0.302
ENOKI,795.6,0.57
DEMOI,800.0,0.573
AWDLS,730.6,0.521
NAVEW,559.9,0.393
VENAS,471.4,0.326
TWAES,329.6,0.219
SPURT,195.1,0.118
TRADY,146.0,0.081
TRESS,201.5,0.123
SAXES,505.3,0.351
TAINT,171.8,0.101
TUNAS,327.5,0.218
AIGHT,322.6,0.214
ARAME,103.0,0.049
SWIVE,472.0,0.326
SUINT,198.3,0.121
RIMON,406.7,0.277
DRINK,414.2,0.283
LEACH,343.5,0.23
SEDGY,723.3,0.515
WHILK,1052.5,0.763
ZIRAM,482.7,0.334
KRANG,472.2,0.327
YEARS,312.5,0.207
BOLOS,1214.1,0.884
HUGGY,1246.0,0.908
JAKER,464.0,0.32
ZINCY,611.2,0.431
BREID,385.5,0.261
OMENS,969.4,0.7
FOXES,1097.1,0.796
UPSET,473.9,0.328
WADTS,426.0,0.292
BEING,757.7,0.541
GROUT,172.9,0.102
NODAL,812.7,0.583
GRANO,231.0,0.145
OYAMA,557.1,0.39
HOOTY,730.4,0.521
HERBS,499.0,0.347
COOEE,443.9,0.305
KULFI,981.5,0.709
MOBEE,703.1,0.5
ADDRA,448.5,0.309
ALACK,186.2,0.112
FUGUE,609.4,0.43
NOOSE,505.4,0.352
SAJOU,736.3,0.525
PEYSE,418.3,0.286
GENOA,350.4,0.235
OSARS,241.5,0.153
UPBYE,588.2,0.414
AQUAE,212.8,0.132
CAGED,221.0,0.138
SALAL,966.8,0.698
IMLIS,948.3,0.684
ONDES,822.5,0.59
PASSU,778.8,0.557
LOLLY,1195.3,0.87
VEALY,401.8,0.274
BLEED,837.1,0.601
ABYES,300.5,0.198
PLOYE,620.8,0.438
STAKE,282.2,0.184
NYUZE,546.0,0.382
WEIGH,891.6,0.642
COMBE,467.1,0.323
MEMOS,1027.3,0.744
ORLES,393.7,0.268
ACNED,144.8,0.081
VOILE,418.2,0.286
WIKIS,1102.3,0.8
STOND,422.4,0.289
TOSES,616.7,0.435
SHOES,970.6,0.701
BOCKS,767.8,0.549
AESIR,122.8,0.064
ZYMIC,566.4,0.397
PRESA,341.8,0.229
PISES,927.6,0.669
WEFTE,324.1,0.215
AXOID,898.3,0.647
EEJIT,362.0,0.244
ICERS,291.4,0.191
BLEEP,937.3,0.676
RUDDY,446.7,0.307
CLYPE,308.3,0.203
MOONG,1204.8,0.877
THESE,251.6,0.161
DITAL,351.8,0.236
TONDI,373.4,0.252
EMONG,1012.6,0.733
RADII,372.7,0.252
COOFS,753.0,0.538
QUAIR,206.5,0.127
CAVIE,91.4,0.04
SKEEZ,917.3,0.661
DIMER,513.6,0.358
GROOM,614.3,0.433
SEPIC,169.1,0.099
CANST,304.1,0.2
PACER,384.3,0.261
BICCY,631.9,0.447
BIELD,772.2,0.552
BURAS,378.1,0.256
PRIES,418.1,0.286
RESTY,266.4,0.172
GNAPI,413.0,0.282
WOOSH,1192.9,0.868
GASPY,1128.2,0.82
COYED,469.6,0.325
TICCA,199.1,0.121
INTIL,380.8,0.258
VLIES,796.6,0.57
XERUS,414.2,0.283
TABER,344.3,0.23
HAJJI,919.8,0.663
CARGO,288.9,0.189
TOPED,476.6,0.33
REACT,284.6,0.186
VAJRA,674.1,0.478
FULWA,908.9,0.655
MILLE,530.5,0.37
QUITS,427.9,0.293
ATOKS,342.5,0.229
PIANI,416.9,0.285
GEUMS,889.2,0.64
GLINT,344.9,0.231
MAUDS,880.8,0.634
DAFFY,1027.9,0.744
TRIAC,103.1,0.049
THONG,561.1,0.393
FAIRS,360.3,0.242
REDDS,388.4,0.264
GUNKY,1118.3,0.812
SMILE,453.0,0.312
COMPT,442.7,0.304
OPEPE,726.3,0.518
VODDY,1191.3,0.867
JAGER,464.0,0.32
FINES,824.6,0.591
PLONG,1032.6,0.748
NOTCH,450.3,0.31
HANDI,777.4,0.556
ANGLO,726.5,0.518
SKEGS,920.0,0.663
REGUR,529.3,0.37
ADORN,397.6,0.271
PEEPE,597.0,0.42
MOILE,418.2,0.286
SECTS,324.8,0.216
WRANG,472.2,0.327
PORAL,424.1,0.29
MOLVI,999.8,0.723
SENVY,741.0,0.529
SEISE,390.8,0.265
AUDIO,898.1,0.647
GATHS,681.0,0.484
GONCH,694.5,0.494
BRANT,337.2,0.225
BLIMY,1029.4,0.745
COOER,480.1,0.333
ROTAS,194.3,0.118
TOLLY,663.5,0.47
VULNS,939.1,0.678
SNOWS,1050.5,0.761
SNECK,373.2,0.252
KIDDY,1145.7,0.833
VERRY,566.5,0.397
SWIRL,377.5,0.255
ROTTA,206.7,0.127
MATEY,410.4,0.28
TUMOR,225.1,0.141
FORGO,510.7,0.356
SLOOM,1131.9,0.822
LOURY,367.0,0.248
ROTCH,287.2,0.188
DOHYO,1187.0,0.864
PRINK,526.8,0.368
LERED,376.7,0.255
NOXES,994.1,0.719
LIFEY,876.7,0.631
NANTO,360.4,0.243
RAHED,228.4,0.143
STUDS,551.6,0.386
KHAYA,751.0,0.536
VAIRE,130.2,0.07
SINEW,698.1,0.496
GADES,301.8,0.199
NABLA,1021.5,0.739
EASED,335.8,0.224
HARPS,614.1,0.433
FREIT,116.6,0.059
AROMA,376.6,0.255
SERVO,292.5,0.192
URBAN,399.2,0.272
AIRTH,137.0,0.075
DUMBS,1200.9,0.874
HULKY,1078.4,0.782
AZOTE,81.2,0.033
NAEVE,424.8,0.291
RANID,321.6,0.213
BLAFF,689.9,0.49
PENIS,641.9,0.454
DIMLY,1017.9,0.737
SAILS,636.4,0.45
REWTH,298.5,0.196
OPSIT,435.0,0.299
DIVNA,792.9,0.568
MUMSY,1076.0,0.78
IRADE,69.7,0.024
ODEUM,972.6,0.703
SLAVE,308.5,0.204
FEEDS,873.8,0.628
LEBEN,780.1,0.558
STARR,336.2,0.224
VAGAL,1121.4,0.815
LAYBY,1121.4,0.815
HOSES,1097.1,0.796
RHEUM,528.6,0.369
WOKER,717.2,0.511
DORJE,317.7,0.21
RODED,471.9,0.326
KLAPS,650.8,0.461
DEBBY,917.0,0.661
ELANS,367.3,0.248
PORNY,619.5,0.437
GLENT,393.6,0.268
FOODS,1225.8,0.893
SANKO,644.6,0.456
RABAT,401.9,0.274
BUFOS,1196.2,0.871
BUPPY,1246.0,0.908
DORBA,488.6,0.339
PAMPA,1236.7,0.901
DEWAR,258.3,0.166
YANKS,1028.3,0.745
KNUTS,487.9,0.338
FIGHT,618.7,0.437
COMTE,298.1,0.196
PANCH,705.0,0.502
FRITH,258.8,0.166
PEERS,518.1,0.361
FOYNE,679.1,0.482
BALED,338.2,0.226
HOYAS,951.2,0.687
CHEAP,451.9,0.311
LOMED,870.1,0.626
BACNE,343.5,0.23
SAMFI,668.9,0.474
ZOOKS,1368.1,1.0
WINKY,1151.9,0.837
GRYDE,290.5,0.19
ROOSE,301.7,0.198
WEENY,883.3,0.636
SCOFF,577.9,0.406
MINER,565.1,0.396
TORES,346.6,0.232
COLED,349.3,0.234
MEZZA,581.4,0.409
NUTSY,350.0,0.235
HYKES,1043.8,0.756
TITER,320.4,0.212
BYWAY,1278.1,0.932
PICEY,478.2,0.331
NAIOS,652.5,0.462
HURLY,408.5,0.279
LERES,404.7,0.276
ENTRY,303.3,0.2
HANSE,359.6,0.242
KRAAL,418.5,0.286
KORIS,441.8,0.304
VENGE,554.8,0.389
ABBAS,843.9,0.606
GYNNY,1151.5,0.837
BEIRA,205.8,0.126
PALPI,799.5,0.573
HANKY,1136.8,0.826
TRILD,115.8,0.059
HOIED,809.6,0.58
BUBAS,912.8,0.658
REVOW,667.4,0.473
SPICY,335.2,0.224
PHISH,1145.0,0.832
WIZES,927.6,0.669
DIFFS,1102.6,0.8
TERGA,346.8,0.232
OHING,931.3,0.672
PERKY,611.0,0.431
BRISK,500.2,0.348
STRAW,388.5,0.264
NANCE,335.1,0.224
RUCKS,323.7,0.215
JOLED,860.7,0.619
CALOS,348.9,0.234
NIFTY,519.4,0.362
GRAVY,481.6,0.334
CABOC,552.4,0.387
HUNCH,577.6,0.406
PHOBE,726.3,0.518
DOPED,981.0,0.709
KASHA,1128.2,0.82
TRAPE,279.4,0.182
MOAKY,557.1,0.39
YIPES,927.6,0.669
VAUCH,498.0,0.346
DORTY,239.4,0.152
LIBRA,363.2,0.245
HULLY,1078.4,0.782
BUSTY,636.8,0.45
BAPPU,1015.9,0.735
OPPOS,1368.1,1.0
BODHI,1141.9,0.83
GIBEL,876.7,0.631
RONDO,395.6,0.269
MOCHS,767.8,0.549
TAPEN,366.2,0.247
YODLE,457.9,0.316
RANED,202.0,0.123
ANGST,188.7,0.113
OASIS,763.5,0.546
MIMES,927.6,0.669
DRAWS,211.7,0.131
PINAX,873.0,0.628
GRISY,500.2,0.348
MOBED,981.0,0.709
CRESS,284.9,0.186
SEWAN,434.9,0.299
UTTER,268.1,0.173
BLART,355.1,0.239
JAMBU,1015.9,0.735
FUNKY,1118.3,0.812
TUFAS,427.4,0.293
SOTHS,724.7,0.516
RADIX,372.7,0.252
THAIM,179.9,0.107
ADOBE,209.4,0.129
BRUME,305.9,0.202
SKEAR,377.0,0.255
VEILY,765.6,0.547
SLEPT,525.3,0.367
HARPY,702.4,0.5
NIDAL,708.7,0.504
FRIBS,506.9,0.353
TYRED,246.4,0.157
GUGGL,1096.9,0.796
LOBED,870.1,0.626
ORZOS,567.4,0.398
PIERS,528.8,0.369
SCALD,237.1,0.15
DECKO,448.8,0.309
GIRON,443.0,0.305
SIMAR,303.6,0.2
HEWED,893.8,0.643
VICUS,483.8,0.335
CASAS,637.8,0.451
MAARS,414.3,0.283
PRIUS,375.8,0.254
FACTO,252.0,0.161
ALATE,72.9,0.026
GONYS,1240.4,0.904
REDIP,458.0,0.316
PIPAS,829.8,0.595
MAKIS,784.8,0.562
UBITY,438.0,0.301
CLATS,409.3,0.279
BATOS,487.1,0.338
CHERE,304.4,0.2
SPUDS,1007.0,0.729
SANGO,644.6,0.456
LARKY,587.1,0.413
TOLYL,663.5,0.47
SORBI,299.8,0.197
LEERS,426.6,0.292
PULAS,821.9,0.589
LUACH,256.6,0.165
PARID,417.0,0.285
WENGE,554.8,0.389
STAVE,282.2,0.184
BUFFI,1149.1,0.835
TALLS,633.7,0.448
DOLLY,1053.0,0.763
MARLE,324.1,0.215
MAWPS,1128.2,0.82
GUANA,489.8,0.34
LYCEA,392.0,0.266
GOATY,305.8,0.202
LAIRY,306.3,0.202
DRUPE,272.8,0.177
PICUL,399.1,0.272
FUZZY,1246.0,0.908
PASTS,668.8,0.474
DOSEH,954.8,0.689
ARLED,108.3,0.053
VEGOS,1027.3,0.744
YOWED,981.0,0.709
KAREZ,458.1,0.316
DORBS,495.0,0.344
WAINS,661.4,0.469
SULKS,1013.8,0.734
SORAL,303.1,0.199
BREAD,209.5,0.129
MITIE,201.0,0.123
INEPT,376.1,0.254
PLUGS,1067.4,0.774
LAKSA,907.0,0.653
SOFAS,824.3,0.591
BRIKS,506.9,0.353
CACAS,637.8,0.451
DONAH,932.8,0.673
TOMIN,384.8,0.261
SHAKE,315.6,0.209
CRONY,492.2,0.342
PAPES,544.6,0.381
MESHY,974.0,0.704
BRUTE,115.7,0.059
BHUNA,919.8,0.663
MUNJS,1123.5,0.816
KURRE,329.3,0.219
FLEAS,526.3,0.367
UNCAP,544.3,0.381
MOTES,642.0,0.454
ANNAN,873.5,0.628
SIRED,298.4,0.196
ELECT,318.9,0.211
AMASS,337.9,0.226
CREAK,374.5,0.253
JAMUN,916.0,0.66
HOSEN,994.1,0.719
PORTY,381.7,0.259
YONIS,964.1,0.696
ROSED,413.2,0.282
LOAMY,494.0,0.343
BIBIS,1102.3,0.8
MACCA,718.8,0.512
PAINT,194.7,0.118
DEISM,706.8,0.503
AIYOO,898.4,0.647
CAGEY,429.8,0.295
SNASH,496.3,0.345
CURNY,387.5,0.263
SHAMA,658.9,0.467
MALAI,799.5,0.573
TASSE,290.9,0.19
MATER,346.4,0.232
FARMS,614.1,0.433
DREST,80.4,0.032
RUICE,166.9,0.097
DUETT,397.9,0.271
BIRSE,299.4,0.197
INURE,248.3,0.158
TOMOZ,719.2,0.512
FINED,772.0,0.552
WIDER,492.3,0.342
KENOS,924.3,0.666
DRUSE,160.4,0.092
PODDY,1191.3,0.867
SILLY,977.8,0.707
CHAWS,498.1,0.346
GIVEN,884.6,0.637
USURY,494.1,0.343
DEVAS,299.7,0.197
CAINS,298.6,0.196
FREET,247.6,0.158
LUSHY,1105.3,0.802
METIF,392.9,0.267
BRERS,418.9,0.287
SAUVE,150.4,0.085
SYKES,917.3,0.661
AORTA,167.5,0.098
SINDS,785.0,0.562
SOUCT,279.0,0.181
PICAL,357.7,0.241
FLOOD,1048.4,0.76
FAGGY,1236.7,0.901
PAHIT,338.5,0.226
STOOK,722.8,0.515
FARLS,521.5,0.364
MAYED,388.2,0.263
DIRER,476.0,0.329
CHANK,551.0,0.386
PETOS,635.1,0.449
NOIRS,389.6,0.265
KABOB,1042.8,0.755
PLUNG,894.5,0.644
NAIKS,699.0,0.497
STADE,73.4,0.027
REZES,502.9,0.35
FUSEL,892.1,0.642
BANCS,596.5,0.42
MOLIE,407.1,0.278
RODNY,394.6,0.268
DIPPY,1167.0,0.849
LASSU,686.2,0.487
HELLY,875.1,0.629
PORKY,674.5,0.479
TELAE,314.0,0.208
GERMS,499.0,0.347
PUNTY,485.8,0.337
MIXTE,307.6,0.203
THERE,218.4,0.136
BEERY,604.1,0.426
LUNGS,977.6,0.706
BOREK,679.6,0.482
PYGAL,1162.1,0.845
DOZED,981.0,0.709
JAUPS,907.4,0.654
YECHY,571.4,0.401
TAWAS,658.1,0.466
LAYUP,900.6,0.649
WINGE,601.2,0.424
DINGS,974.9,0.704
CLUEY,341.1,0.228
TASTO,404.7,0.276
AIRNS,267.1,0.172
DITAS,324.8,0.216
